0,1,2
Richard Dawkins,/people/person/nationality,United Kingdom
Richard Dawkins,/people/person/employment_history./business/employment_tenure/company,"University of California, Berkeley"
Richard Dawkins,/people/person/education./education/education/degree,Doctor of Philosophy
Screenwriter,/people/profession/people_with_this_profession,Richard Dawkins
Richard Dawkins,/people/person/religion,Atheism
Richard Dawkins,/people/person/nationality,Kenya
Richard Dawkins,/people/person/profession,Professor
Nairobi,/location/location/people_born_here,Richard Dawkins
Richard Dawkins,/people/person/employment_history./business/employment_tenure/company,University of Oxford
Professor,/people/profession/people_with_this_profession,Richard Dawkins
Richard Dawkins,/people/person/places_lived./people/place_lived/location,Oxford
Richard Dawkins,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Richard Dawkins,/people/person/ethnicity,White British
Richard Dawkins,/people/person/education./education/education/degree,Bachelor of Arts
Richard Dawkins,/people/person/gender,Male
Richard Dawkins,/people/person/languages,English
White British,/people/ethnicity/people,Richard Dawkins
Richard Dawkins,/people/person/place_of_birth,Nairobi
Author,/people/profession/people_with_this_profession,Richard Dawkins
Richard Dawkins,/people/person/education./education/education/degree,Master of Arts
Richard Dawkins,/people/person/profession,Screenwriter
English people,/people/ethnicity/people,Richard Dawkins
Richard Dawkins,/people/person/places_lived./people/place_lived/location,Nairobi
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Richard Dawkins
Richard Dawkins,/people/person/education./education/education/institution,Balliol College
Richard Dawkins,/people/person/education./education/education/major_field_of_study,Zoology
Richard Dawkins,/people/person/profession,Author
Richard Dawkins,/people/person/ethnicity,English people
Perth,/location/location/people_born_here,Ewan McGregor
Ewan McGregor,/people/person/profession,Actor
Ewan McGregor,/people/person/nationality,United Kingdom
Ewan McGregor,/people/person/ethnicity,Scottish people
Actor,/people/profession/people_with_this_profession,Ewan McGregor
Ewan McGregor,/people/person/profession,Television producer
Television producer,/people/profession/people_with_this_profession,Ewan McGregor
Ewan McGregor,/people/person/spouse_s./people/marriage/location_of_ceremony,France
Ewan McGregor,/people/person/place_of_birth,Perth
Screenwriter,/people/profession/people_with_this_profession,Ewan McGregor
Scottish people,/people/ethnicity/people,Ewan McGregor
Ewan McGregor,/people/person/gender,Male
Ewan McGregor,/people/person/nationality,Scotland
Ewan McGregor,/people/person/profession,Screenwriter
Ewan McGregor,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Ewan McGregor,/people/person/places_lived./people/place_lived/location,Los Angeles
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Ewan McGregor
Anne V. Coates,/people/person/nationality,United Kingdom
British people,/people/ethnicity/people,Anne V. Coates
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Anne V. Coates
Anne V. Coates,/people/person/gender,Female
Anne V. Coates,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Anne V. Coates,/people/person/ethnicity,British people
Anne V. Coates,/people/person/nationality,England
John Oliver,/people/person/places_lived./people/place_lived/location,Bedford
John Oliver,/people/person/nationality,United Kingdom
John Oliver,/people/person/spouse_s./people/marriage/type_of_union,Marriage
John Oliver,/people/person/places_lived./people/place_lived/location,Liverpool
Birmingham,/location/location/people_born_here,John Oliver
Television producer,/people/profession/people_with_this_profession,John Oliver
John Oliver,/people/person/profession,Television producer
Screenwriter,/people/profession/people_with_this_profession,John Oliver
John Oliver,/people/person/profession,Screenwriter
John Oliver,/people/person/education./education/education/institution,University of Cambridge
Comedian,/people/profession/people_with_this_profession,John Oliver
John Oliver,/people/person/places_lived./people/place_lived/location,New York
John Oliver,/people/person/place_of_birth,Birmingham
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,John Oliver
John Oliver,/people/person/gender,Male
John Oliver,/people/person/profession,Comedian
Actor,/people/profession/people_with_this_profession,John Oliver
John Oliver,/people/person/profession,Actor
Roger Moore,/people/person/profession,Film producer
Roger Moore,/people/person/nationality,United Kingdom
Roger Moore,/people/person/ethnicity,English people
Actor,/people/profession/people_with_this_profession,Roger Moore
Roger Moore,/people/person/education./education/education/institution,Durham University
Television producer,/people/profession/people_with_this_profession,Roger Moore
Roger Moore,/people/person/profession,Actor
Roger Moore,/people/person/profession,Television producer
Roger Moore,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Roger Moore
Roger Moore,/people/person/education./education/education/institution,Royal Academy of Dramatic Art
Film producer,/people/profession/people_with_this_profession,Roger Moore
Roger Moore,/people/person/gender,Male
English people,/people/ethnicity/people,Roger Moore
Chris Claremont,/people/person/profession,Writer
Writer,/people/profession/people_with_this_profession,Chris Claremont
Chris Claremont,/people/person/nationality,United Kingdom
Screenwriter,/people/profession/people_with_this_profession,Chris Claremont
London,/location/location/people_born_here,Chris Claremont
Chris Claremont,/people/person/places_lived./people/place_lived/location,London
Chris Claremont,/people/person/languages,English
Chris Claremont,/people/person/nationality,United States
Chris Claremont,/people/person/gender,Male
Chris Claremont,/people/person/education./education/education/institution,Bard College
Chris Claremont,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Chris Claremont,/people/person/place_of_birth,London
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Chris Claremont
Chris Claremont,/people/person/profession,Screenwriter
Nick Mason,/people/person/profession,Drummer
Author,/people/profession/people_with_this_profession,Nick Mason
Drummer,/people/profession/people_with_this_profession,Nick Mason
Nick Mason,/people/person/nationality,United Kingdom
Nick Mason,/people/person/place_of_birth,Birmingham
Nick Mason,/people/person/profession,Author
Nick Mason,/people/person/education./education/education/institution,University of Westminster
Nick Mason,/people/person/nationality,England
Nick Mason,/people/person/places_lived./people/place_lived/location,Birmingham
Birmingham,/location/location/people_born_here,Nick Mason
Musician,/people/profession/people_with_this_profession,Nick Mason
Nick Mason,/people/person/gender,Male
Nick Mason,/people/person/religion,Atheism
Nick Mason,/people/person/profession,Musician
Graham Greene,/people/person/gender,Male
Graham Greene,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Graham Greene,/people/person/profession,Actor
Graham Greene,/people/person/gender,Male
Graham Greene,/people/person/profession,Film producer
Graham Greene,/people/person/nationality,United Kingdom
Graham Greene,/people/person/nationality,England
Playwright,/people/profession/people_with_this_profession,Graham Greene
Graham Greene,/people/person/profession,Journalist
Film producer,/people/profession/people_with_this_profession,Graham Greene
Graham Greene,/people/person/profession,Screenwriter
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Graham Greene
Graham Greene,/people/person/education./education/education/institution,Balliol College
Graham Greene,/people/person/religion,Catholicism
Actor,/people/profession/people_with_this_profession,Graham Greene
Screenwriter,/people/profession/people_with_this_profession,Graham Greene
Author,/people/profession/people_with_this_profession,Graham Greene
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Graham Greene
Graham Greene,/people/person/places_lived./people/place_lived/location,Hamilton
Graham Greene,/people/person/nationality,Canada
Graham Greene,/people/person/profession,Playwright
Journalist,/people/profession/people_with_this_profession,Graham Greene
Graham Greene,/people/person/education./education/education/institution,University of Oxford
Graham Greene,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Graham Greene,/people/person/profession,Writer
Writer,/people/profession/people_with_this_profession,Graham Greene
Graham Greene,/people/person/profession,Author
Film producer,/people/profession/people_with_this_profession,Eddie Izzard
Comedian,/people/profession/people_with_this_profession,Eddie Izzard
Eddie Izzard,/people/person/nationality,United Kingdom
Eddie Izzard,/people/person/gender,Male
Eddie Izzard,/people/person/profession,Actor
Eddie Izzard,/people/person/education./education/education/institution,The University of Sheffield
Eddie Izzard,/people/person/religion,Atheism
Screenwriter,/people/profession/people_with_this_profession,Eddie Izzard
Eddie Izzard,/people/person/profession,Screenwriter
Eddie Izzard,/people/person/ethnicity,British people
British people,/people/ethnicity/people,Eddie Izzard
Actor,/people/profession/people_with_this_profession,Eddie Izzard
Eddie Izzard,/people/person/places_lived./people/place_lived/location,Bangor
Eddie Izzard,/people/person/profession,Film producer
Eddie Izzard,/people/person/profession,Comedian
British people,/people/ethnicity/people,Shirley Ann Russell
Shirley Ann Russell,/people/person/nationality,United Kingdom
Shirley Ann Russell,/people/person/profession,Costume designer
Shirley Ann Russell,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Costume designer,/people/profession/people_with_this_profession,Shirley Ann Russell
Shirley Ann Russell,/people/person/nationality,England
Shirley Ann Russell,/people/person/place_of_birth,London
London,/location/location/people_born_here,Shirley Ann Russell
Shirley Ann Russell,/people/person/places_lived./people/place_lived/location,London
Ken Russell,/people/person/spouse_s./people/marriage/spouse,Shirley Ann Russell
Shirley Ann Russell,/people/deceased_person/place_of_death,London
Shirley Ann Russell,/people/person/gender,Female
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Shirley Ann Russell
Shirley Ann Russell,/people/person/ethnicity,British people
Shirley Ann Russell,/people/person/spouse_s./people/marriage/spouse,Ken Russell
Peter Cushing,/people/person/nationality,United Kingdom
Peter Cushing,/people/person/gender,Male
Actor,/people/profession/people_with_this_profession,Peter Cushing
Peter Cushing,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Peter Cushing,/people/person/places_lived./people/place_lived/location,Hollywood
Peter Cushing,/people/person/nationality,England
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Peter Cushing
Peter Cushing,/people/person/languages,English
Peter Cushing,/people/person/profession,Actor
Karl Popper,/people/person/religion,Agnosticism
Karl Popper,/people/person/nationality,United Kingdom
Karl Popper,/people/person/ethnicity,Jewish people
Karl Popper,/people/person/places_lived./people/place_lived/location,Vienna
Karl Popper,/people/person/education./education/education/institution,University of Vienna
Karl Popper,/people/person/religion,Judaism
Karl Popper,/people/person/place_of_birth,Vienna
Vienna,/location/location/people_born_here,Karl Popper
Karl Popper,/people/person/nationality,Austria
Karl Popper,/people/deceased_person/place_of_death,London
Karl Popper,/people/person/employment_history./business/employment_tenure/company,University of Canterbury
Karl Popper,/people/person/employment_history./business/employment_tenure/company,London School of Economics and Political Science
Karl Popper,/people/person/gender,Male
Jewish people,/people/ethnicity/people,Karl Popper
Film director,/people/profession/people_with_this_profession,George Michael
George Michael,/people/person/nationality,United Kingdom
Singer-songwriter,/people/profession/people_with_this_profession,George Michael
Film producer,/people/profession/people_with_this_profession,George Michael
George Michael,/people/person/spouse_s./people/marriage/type_of_union,Domestic partnership
George Michael,/people/person/nationality,England
George Michael,/people/person/profession,Film producer
George Michael,/people/person/profession,Film director
Domestic partnership,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,George Michael
George Michael,/people/person/profession,Singer-songwriter
George Michael,/people/person/gender,Male
Joseph Fiennes,/people/person/spouse_s./people/marriage/location_of_ceremony,Tuscany
English people,/people/ethnicity/people,Joseph Fiennes
Joseph Fiennes,/people/person/nationality,United Kingdom
Ralph Fiennes,/people/person/sibling_s./people/sibling_relationship/sibling,Joseph Fiennes
Joseph Fiennes,/people/person/religion,Catholicism
Joseph Fiennes,/people/person/profession,Actor
Joseph Fiennes,/people/person/place_of_birth,Salisbury
Joseph Fiennes,/people/person/sibling_s./people/sibling_relationship/sibling,Ralph Fiennes
Joseph Fiennes,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Salisbury,/location/location/people_born_here,Joseph Fiennes
Actor,/people/profession/people_with_this_profession,Joseph Fiennes
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Joseph Fiennes
Joseph Fiennes,/people/person/gender,Male
Joseph Fiennes,/people/person/ethnicity,English people
Aldous Huxley,/people/person/nationality,United Kingdom
Aldous Huxley,/people/person/nationality,England
Author,/people/profession/people_with_this_profession,Aldous Huxley
Aldous Huxley,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Aldous Huxley,/people/person/profession,Writer
Aldous Huxley,/people/person/religion,Hinduism
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Aldous Huxley
Writer,/people/profession/people_with_this_profession,Aldous Huxley
Aldous Huxley,/people/person/gender,Male
Aldous Huxley,/people/person/profession,Author
Aldous Huxley,/people/person/education./education/education/institution,Balliol College
Aldous Huxley,/people/person/education./education/education/institution,Eton College
Aldous Huxley,/people/deceased_person/place_of_death,Los Angeles
Aldous Huxley,/people/person/education./education/education/institution,University of Oxford
Keith Allen,/people/person/profession,Comedian
Keith Allen,/people/person/profession,Musician
Artist,/people/profession/people_with_this_profession,Keith Allen
Keith Allen,/people/person/nationality,United Kingdom
Welsh people,/people/ethnicity/people,Keith Allen
Keith Allen,/people/person/profession,Artist
Writer,/people/profession/people_with_this_profession,Keith Allen
Keith Allen,/people/person/profession,Writer
Keith Allen,/people/person/spouse_s./people/marriage/type_of_union,Domestic partnership
Comedian,/people/profession/people_with_this_profession,Keith Allen
Author,/people/profession/people_with_this_profession,Keith Allen
Keith Allen,/people/person/nationality,Wales
Keith Allen,/people/person/profession,Singer-songwriter
Keith Allen,/people/person/profession,Screenwriter
Keith Allen,/people/person/children,Lily Allen
Film director,/people/profession/people_with_this_profession,Keith Allen
Keith Allen,/people/person/profession,Film director
Keith Allen,/people/person/gender,Male
Keith Allen,/people/person/profession,Author
Singer-songwriter,/people/profession/people_with_this_profession,Keith Allen
Keith Allen,/people/person/ethnicity,Welsh people
Keith Allen,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Domestic partnership,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Keith Allen
Actor,/people/profession/people_with_this_profession,Keith Allen
Lily Allen,/people/person/parents,Keith Allen
Screenwriter,/people/profession/people_with_this_profession,Keith Allen
Keith Allen,/people/person/religion,Atheism
Musician,/people/profession/people_with_this_profession,Keith Allen
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Keith Allen
Keith Allen,/people/person/profession,Actor
Eric Burdon,/people/person/gender,Male
Eric Burdon,/people/person/nationality,England
Eric Burdon,/people/person/nationality,United Kingdom
Eric Burdon,/people/person/profession,Singer-songwriter
Eric Burdon,/people/person/profession,Songwriter
Eric Burdon,/people/person/spouse_s./people/marriage/type_of_union,Marriage
British people,/people/ethnicity/people,Eric Burdon
Musician,/people/profession/people_with_this_profession,Eric Burdon
Songwriter,/people/profession/people_with_this_profession,Eric Burdon
Eric Burdon,/people/person/profession,Actor
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Eric Burdon
Eric Burdon,/people/person/places_lived./people/place_lived/location,Newcastle upon Tyne
Eric Burdon,/people/person/profession,Musician
Singer-songwriter,/people/profession/people_with_this_profession,Eric Burdon
Eric Burdon,/people/person/profession,Guitarist
Guitarist,/people/profession/people_with_this_profession,Eric Burdon
Eric Burdon,/people/person/languages,English
Actor,/people/profession/people_with_this_profession,Eric Burdon
Eric Burdon,/people/person/ethnicity,British people
Kate Winslet,/people/person/ethnicity,English people
Actor,/people/profession/people_with_this_profession,Kate Winslet
Kate Winslet,/people/person/spouse_s./people/marriage/spouse,Sam Mendes
Kate Winslet,/people/person/nationality,United Kingdom
Kate Winslet,/people/person/religion,Anglicanism
Kate Winslet,/people/person/places_lived./people/place_lived/location,Berkshire
Kate Winslet,/people/person/places_lived./people/place_lived/location,New York
Kate Winslet,/people/person/spouse_s./people/marriage/location_of_ceremony,Anguilla
Kate Winslet,/people/person/place_of_birth,Reading
Reading,/location/location/people_born_here,Kate Winslet
Kate Winslet,/people/person/profession,Actor
Kate Winslet,/people/person/gender,Female
Kate Winslet,/people/person/places_lived./people/place_lived/location,Gloucestershire
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Kate Winslet
Kate Winslet,/people/person/spouse_s./people/marriage/location_of_ceremony,Reading
Kate Winslet,/people/person/places_lived./people/place_lived/location,Reading
Kate Winslet,/people/person/languages,English
English people,/people/ethnicity/people,Kate Winslet
Kate Winslet,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Sam Mendes,/people/person/spouse_s./people/marriage/spouse,Kate Winslet
Kate Winslet,/people/person/spouse_s./people/marriage/location_of_ceremony,New York
Kate Winslet,/people/person/nationality,England
Douglas Slocombe,/people/person/profession,Cinematographer
Douglas Slocombe,/people/person/nationality,United Kingdom
Douglas Slocombe,/people/person/place_of_birth,London
Douglas Slocombe,/people/person/places_lived./people/place_lived/location,London
Douglas Slocombe,/people/person/gender,Male
Cinematographer,/people/profession/people_with_this_profession,Douglas Slocombe
London,/location/location/people_born_here,Douglas Slocombe
Douglas Slocombe,/people/person/nationality,England
Songwriter,/people/profession/people_with_this_profession,Paul Epworth
Paul Epworth,/people/person/nationality,United Kingdom
Paul Epworth,/people/person/gender,Male
Paul Epworth,/people/person/profession,Songwriter
Musician,/people/profession/people_with_this_profession,Paul Epworth
Paul Epworth,/people/person/profession,Musician
Cinematographer,/people/profession/people_with_this_profession,Freddie Francis
Freddie Francis,/people/person/places_lived./people/place_lived/location,London
Film director,/people/profession/people_with_this_profession,Freddie Francis
Freddie Francis,/people/person/nationality,United Kingdom
Freddie Francis,/people/person/profession,Cinematographer
Freddie Francis,/people/person/gender,Male
Freddie Francis,/people/person/place_of_birth,Islington
Islington,/location/location/people_born_here,Freddie Francis
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Freddie Francis
Freddie Francis,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Freddie Francis,/people/person/profession,Film director
Domestic partnership,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Tilda Swinton
Tilda Swinton,/people/person/profession,Actor
Actor,/people/profession/people_with_this_profession,Tilda Swinton
Tilda Swinton,/people/person/nationality,United Kingdom
Tilda Swinton,/people/person/ethnicity,British people
Tilda Swinton,/people/person/place_of_birth,London
Tilda Swinton,/people/person/nationality,England
Film producer,/people/profession/people_with_this_profession,Tilda Swinton
Tilda Swinton,/people/person/profession,Film producer
Tilda Swinton,/people/person/gender,Female
Tilda Swinton,/people/person/places_lived./people/place_lived/location,London
British people,/people/ethnicity/people,Tilda Swinton
Tilda Swinton,/people/person/education./education/education/major_field_of_study,Social science
Tilda Swinton,/people/person/languages,English
Tilda Swinton,/people/person/spouse_s./people/marriage/type_of_union,Domestic partnership
Tilda Swinton,/people/person/education./education/education/institution,University of Cambridge
London,/location/location/people_born_here,Tilda Swinton
David Attenborough,/people/person/profession,Television producer
David Attenborough,/people/person/profession,Screenwriter
David Attenborough,/people/person/languages,English
Environmentalist,/people/profession/people_with_this_profession,David Attenborough
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,David Attenborough
David Attenborough,/people/person/nationality,United Kingdom
David Attenborough,/people/person/religion,Agnosticism
David Attenborough,/people/person/employment_history./business/employment_tenure/company,Royal Navy
Actor,/people/profession/people_with_this_profession,David Attenborough
David Attenborough,/people/person/education./education/education/institution,University College London
David Attenborough,/people/person/places_lived./people/place_lived/location,London
David Attenborough,/people/person/profession,Environmentalist
Richard Attenborough,/people/person/sibling_s./people/sibling_relationship/sibling,David Attenborough
David Attenborough,/people/person/nationality,England
David Attenborough,/people/person/gender,Male
David Attenborough,/people/person/sibling_s./people/sibling_relationship/sibling,Richard Attenborough
David Attenborough,/people/person/places_lived./people/place_lived/location,Richmond
David Attenborough,/people/person/education./education/education/degree,Bachelor of Science
David Attenborough,/people/person/profession,Actor
David Attenborough,/people/person/ethnicity,British people
David Attenborough,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Writer,/people/profession/people_with_this_profession,David Attenborough
David Attenborough,/people/person/education./education/education/institution,London School of Economics and Political Science
David Attenborough,/people/person/education./education/education/institution,Clare College
David Attenborough,/people/person/education./education/education/institution,University of Cambridge
Screenwriter,/people/profession/people_with_this_profession,David Attenborough
David Attenborough,/people/person/profession,Writer
British people,/people/ethnicity/people,David Attenborough
Television producer,/people/profession/people_with_this_profession,David Attenborough
George III,/people/person/nationality,Kingdom of Great Britain
George III,/people/person/spouse_s./people/marriage/type_of_union,Marriage
George III,/people/person/nationality,United Kingdom
George III,/people/person/gender,Male
George III,/people/family/members,House of Hanover
George III,/people/person/religion,Church of England
George III,/people/family_member/family,House of Hanover
George III,/people/deceased_person/place_of_burial,Windsor Castle
George III,/people/deceased_person/place_of_death,Windsor Castle
House of Hanover,/people/family/members,George III
House of Hanover,/people/family_member/family,George III
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,George III
Windsor Castle,/people/place_of_interment/interred_here,George III
Amy Nuttall,/people/person/nationality,United Kingdom
Amy Nuttall,/people/person/gender,Female
Bolton,/location/location/people_born_here,Amy Nuttall
Amy Nuttall,/people/person/profession,Actor
Amy Nuttall,/people/person/place_of_birth,Bolton
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Amy Nuttall
Actor,/people/profession/people_with_this_profession,Amy Nuttall
Amy Nuttall,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Clive Barker,/people/person/education./education/education/institution,University of Liverpool
Clive Barker,/people/person/profession,Film director
Author,/people/profession/people_with_this_profession,Clive Barker
Clive Barker,/people/person/nationality,United Kingdom
Screenwriter,/people/profession/people_with_this_profession,Clive Barker
Film director,/people/profession/people_with_this_profession,Clive Barker
Clive Barker,/people/person/gender,Male
Domestic partnership,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Clive Barker
Clive Barker,/people/person/profession,Playwright
Clive Barker,/people/person/profession,Actor
Clive Barker,/people/person/ethnicity,English people
Playwright,/people/profession/people_with_this_profession,Clive Barker
Clive Barker,/people/person/profession,Film producer
Clive Barker,/people/person/place_of_birth,Liverpool
Clive Barker,/people/person/places_lived./people/place_lived/location,Liverpool
Liverpool,/location/location/people_born_here,Clive Barker
Film producer,/people/profession/people_with_this_profession,Clive Barker
Actor,/people/profession/people_with_this_profession,Clive Barker
Illustrator,/people/profession/people_with_this_profession,Clive Barker
Clive Barker,/people/person/spouse_s./people/marriage/type_of_union,Domestic partnership
Clive Barker,/people/person/profession,Illustrator
Clive Barker,/people/person/profession,Author
English people,/people/ethnicity/people,Clive Barker
Clive Barker,/people/person/profession,Screenwriter
Lucknow,/location/location/people_born_here,Cliff Richard
Cliff Richard,/people/person/profession,Singer-songwriter
Cliff Richard,/people/person/gender,Male
Cliff Richard,/people/person/nationality,United Kingdom
Songwriter,/people/profession/people_with_this_profession,Cliff Richard
Cliff Richard,/people/person/places_lived./people/place_lived/location,London
Cliff Richard,/people/person/place_of_birth,Lucknow
Singer-songwriter,/people/profession/people_with_this_profession,Cliff Richard
Cliff Richard,/people/person/profession,Musician
Actor,/people/profession/people_with_this_profession,Cliff Richard
Musician,/people/profession/people_with_this_profession,Cliff Richard
Cliff Richard,/people/person/profession,Songwriter
Cliff Richard,/people/person/places_lived./people/place_lived/location,Uttar Pradesh
Cliff Richard,/people/person/profession,Actor
Cliff Richard,/people/person/nationality,India
Cliff Richard,/people/person/places_lived./people/place_lived/location,Lucknow
T. S. Eliot,/people/deceased_person/place_of_cremation,Golders Green Crematorium
T. S. Eliot,/people/person/profession,Playwright
T. S. Eliot,/people/person/education./education/education/institution,Harvard University
T. S. Eliot,/people/person/places_lived./people/place_lived/location,St. Louis
T. S. Eliot,/people/person/nationality,United Kingdom
T. S. Eliot,/people/person/place_of_birth,St. Louis
T. S. Eliot,/people/person/nationality,England
T. S. Eliot,/people/person/profession,Lyricist
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,T. S. Eliot
Playwright,/people/profession/people_with_this_profession,T. S. Eliot
T. S. Eliot,/people/person/profession,Poet
Writer,/people/profession/people_with_this_profession,T. S. Eliot
St. Louis,/location/location/people_born_here,T. S. Eliot
T. S. Eliot,/people/person/education./education/education/institution,University of Oxford
Poet,/people/profession/people_with_this_profession,T. S. Eliot
Lyricist,/people/profession/people_with_this_profession,T. S. Eliot
T. S. Eliot,/people/person/spouse_s./people/marriage/type_of_union,Marriage
T. S. Eliot,/people/deceased_person/place_of_death,London
T. S. Eliot,/people/person/nationality,United States
T. S. Eliot,/people/person/education./education/education/institution,Merton College
T. S. Eliot,/people/person/places_lived./people/place_lived/location,Missouri
T. S. Eliot,/people/person/religion,Anglicanism
T. S. Eliot,/people/person/profession,Writer
T. S. Eliot,/people/person/gender,Male
Christopher Hampton,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Christopher Hampton,/people/person/nationality,United Kingdom
Screenwriter,/people/profession/people_with_this_profession,Christopher Hampton
Christopher Hampton,/people/person/gender,Male
Christopher Hampton,/people/person/profession,Playwright
Lyricist,/people/profession/people_with_this_profession,Christopher Hampton
Playwright,/people/profession/people_with_this_profession,Christopher Hampton
Christopher Hampton,/people/person/profession,Lyricist
Christopher Hampton,/people/person/profession,Screenwriter
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Christopher Hampton
Christopher Hampton,/people/person/education./education/education/institution,New College
Lindy Hemming,/people/person/place_of_birth,Wales
Lindy Hemming,/people/person/nationality,United Kingdom
Lindy Hemming,/people/person/gender,Female
Welsh people,/people/ethnicity/people,Lindy Hemming
Lindy Hemming,/people/person/profession,Costume designer
Lindy Hemming,/people/person/ethnicity,Welsh people
Costume designer,/people/profession/people_with_this_profession,Lindy Hemming
Wales,/location/location/people_born_here,Lindy Hemming
Lindy Hemming,/people/person/education./education/education/institution,Royal Academy of Dramatic Art
Musician,/people/profession/people_with_this_profession,Fatboy Slim
Fatboy Slim,/people/person/nationality,United Kingdom
Fatboy Slim,/people/person/profession,Musician
Fatboy Slim,/people/person/nationality,England
Fatboy Slim,/people/person/place_of_birth,Bromley
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Fatboy Slim
Fatboy Slim,/people/person/gender,Male
Fatboy Slim,/people/person/education./education/education/degree,Bachelor of Arts
Fatboy Slim,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Bromley,/location/location/people_born_here,Fatboy Slim
Singer-songwriter,/people/profession/people_with_this_profession,KT Tunstall
Musician,/people/profession/people_with_this_profession,KT Tunstall
Scottish people,/people/ethnicity/people,KT Tunstall
KT Tunstall,/people/person/profession,Artist
Songwriter,/people/profession/people_with_this_profession,KT Tunstall
KT Tunstall,/people/person/nationality,United Kingdom
Artist,/people/profession/people_with_this_profession,KT Tunstall
KT Tunstall,/people/person/places_lived./people/place_lived/location,Edinburgh
KT Tunstall,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Guitarist,/people/profession/people_with_this_profession,KT Tunstall
KT Tunstall,/people/person/profession,Guitarist
KT Tunstall,/people/person/gender,Female
KT Tunstall,/people/person/profession,Musician
KT Tunstall,/people/person/profession,Songwriter
Edinburgh,/location/location/people_born_here,KT Tunstall
KT Tunstall,/people/person/profession,Singer-songwriter
KT Tunstall,/people/person/ethnicity,Scottish people
KT Tunstall,/people/person/place_of_birth,Edinburgh
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,KT Tunstall
KT Tunstall,/people/person/nationality,Scotland
Christopher Lee,/people/person/nationality,United Kingdom
Christopher Lee,/people/person/profession,Actor
Christopher Lee,/people/person/nationality,England
Christopher Lee,/people/person/profession,Author
Christopher Lee,/people/person/education./education/education/institution,Wellington College
Christopher Lee,/people/person/gender,Male
Christopher Lee,/people/person/places_lived./people/place_lived/location,London
Christopher Lee,/people/person/profession,Musician
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Christopher Lee
Musician,/people/profession/people_with_this_profession,Christopher Lee
Christopher Lee,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Author,/people/profession/people_with_this_profession,Christopher Lee
Actor,/people/profession/people_with_this_profession,Christopher Lee
Amanda Lear,/people/person/gender,Female
Amanda Lear,/people/person/profession,Actor
Amanda Lear,/people/person/nationality,United Kingdom
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Amanda Lear
Amanda Lear,/people/person/nationality,France
Actor,/people/profession/people_with_this_profession,Amanda Lear
